,shot,uut,chan,rms,min,max,std,first_edge,last_edge,total_edges,jog_samples,run_samples,sprint_samples
8621,36,acq2106_225,30,0.45414494846000475,0.453442071317113,0.45473053339810576,0.0001581017264282677,,,0,0,100000,0
8622,36,acq2106_225,31,0.44639672063890506,0.4455644541376387,0.44711477758391993,0.0001661275878393606,,,0,0,100000,0
8623,36,acq2106_225,32,0.42729808067722547,0.42662477079284145,0.4279191790774348,0.00015631789522008434,,,0,0,100000,0
8624,36,acq2106_225,33,0.431535732919654,0.4308887101651635,0.43218008321127854,0.0001626529227534696,,,0,0,100000,0
8625,36,acq2106_225,34,0.368780087265315,0.3680918848476722,0.36938458531949436,0.0001473643577342182,,,0,0,100000,0
8626,36,acq2106_225,35,0.43529899735135824,0.4345913744837162,0.4358811465281178,0.00014532763057913066,,,0,0,100000,0
8627,36,acq2106_225,36,0.3970674579480505,0.39648716676674667,0.39764805786762736,0.00014068778724541002,,,0,0,100000,0
8628,36,acq2106_225,37,0.40969247132662223,0.4090874413232086,0.41037722122564446,0.00015434964101884564,,,0,0,100000,0
8629,36,acq2106_225,38,0.3735748275816436,0.3730025561526418,0.37416133750230074,0.00015079646325169435,,,0,0,100000,0
8630,36,acq2106_225,39,0.39623316941008546,0.39555676332020084,0.3968462994780566,0.00015467614441489402,,,0,0,100000,0
8631,36,acq2106_225,40,0.4133333193561403,0.4126146087073721,0.4140376251307316,0.00015172407568915403,,,0,0,100000,0
8632,36,acq2106_225,41,0.415298054518683,0.41462494109146064,0.41604933572671143,0.00015084894023937684,,,0,0,100000,0
8633,36,acq2106_225,42,0.4197945853995411,0.41912950478945277,0.42042495600981056,0.00015773860121650306,,,0,0,100000,0
8634,36,acq2106_225,43,0.40486800952837826,0.40424608530520345,0.4055396017029125,0.00014897800499071996,,,0,0,100000,0
8635,36,acq2106_225,44,0.4782358608222074,0.47748107916049776,0.4789057243069692,0.00014765747771765318,,,0,0,100000,0
8636,36,acq2106_225,45,0.44640854630798266,0.4457418916535971,0.4470366903660761,0.00015306770520062855,,,0,0,100000,0
8637,36,acq2106_225,46,0.36790575517226765,0.3673108120674442,0.36847332454271964,0.000148398362743681,,,0,0,100000,0
8638,36,acq2106_225,47,0.44866337407126294,0.4480332834245928,0.44932620930558187,0.00015240542547067593,,,0,0,100000,0
8639,36,acq2106_225,48,0.42798491842483133,0.42727796619874425,0.4285725266963709,0.0001503161824749175,,,0,0,100000,0
8640,36,acq2106_226,1,0.9918389944773399,-1.007720968380454,1.0105759540892905,0.9918371642430741,9953,99954,9,0,100000,0
8641,36,acq2106_226,2,0.4321184701545016,0.4176194771716837,0.4465442998771323,0.0010028250933749696,,,0,0,100000,0
8642,36,acq2106_226,3,0.43119668938673145,0.42813292061327957,0.4342194772179937,0.00023299919496238397,,,0,0,100000,0
8643,36,acq2106_226,4,0.38999418971893507,0.3885844580581761,0.39131034573802026,0.00014899881676155922,,,0,0,100000,0
8644,36,acq2106_226,5,0.41294742119311556,0.4119629714114126,0.41377660230500624,0.00014421578684693502,,,0,0,100000,0
8645,36,acq2106_226,6,0.42907847172740937,0.4282885461434489,0.4297117119131144,0.0001414015968054525,,,0,0,100000,0
8646,36,acq2106_226,7,0.41480632230469383,0.41417678343714215,0.41534207097720355,0.00013917650897900014,,,0,0,100000,0
8647,36,acq2106_226,8,0.42430307461214023,0.42354302102467045,0.42497056313732173,0.00014175042330697202,,,0,0,100000,0
8648,36,acq2106_226,9,0.44942660078090674,0.4487545464580762,0.4500462550713564,0.00015323884404906476,,,0,0,100000,0
8649,36,acq2106_226,10,0.4539739778415655,0.4531784512982995,0.45459854274304234,0.0001579101407758504,,,0,0,100000,0
8650,36,acq2106_226,11,0.4069432382115794,0.406169136200333,0.40745695857913233,0.00015449335260506956,,,0,0,100000,0
